WISE_ID,ConstructionType,LoadBearingCapacity (kPa),AlternativeUse,ModificationRecommendation,Success
PH067,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH067,Bridges,120,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH067,Tunnels,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PH067,Railway Tracks,80,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PH067,Pipeline Infrastructure,30,,,True
PH067,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PH067,Water Reservoirs,90,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PH067,Airport Runways,180,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK001,Residential Building,50,,Increase CBR in top 2 layers,False
PK001,High-rise Building,150,,Reduce liquid limit via compaction,False
PK001,Low-rise,100,,Reduce liquid limit via compaction,False
PK001,Roads & Highways,70,,Use deep foundations or densify subsoil,False
PK001,Bridges,120,,Use deep foundations or densify subsoil,False
PK001,Tunnels,150,,Use deep foundations or densify subsoil,False
PK001,Railway Tracks,80,,Increase CBR in top 2 layers,False
PK001,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PK001,Dams,100,,Use deep foundations or densify subsoil,False
PK001,Water Reservoirs,90,,Increase CBR in top 2 layers,False
PK001,Airport Runways,180,,Reduce liquid limit via compaction,False
PK002,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK002,High-rise Building,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK002,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK002,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK002,Bridges,120,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK002,Tunnels,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PK002,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK002,Pipeline Infrastructure,30,,,True
PK002,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK002,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK002,Airport Runways,180,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PK003,Residential Building,50,,Reduce liquid limit via compaction,False
PK003,High-rise Building,150,,Use deep foundations or densify subsoil,False
PK003,Low-rise,100,,Use deep foundations or densify subsoil,False
PK003,Roads & Highways,70,,Reduce liquid limit via compaction,False
PK003,Bridges,120,,Increase CBR in top 2 layers,False
PK003,Tunnels,150,,Use deep foundations or densify subsoil,False
PK003,Railway Tracks,80,,Reduce liquid limit via compaction,False
PK003,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PK003,Dams,100,,Increase CBR in top 2 layers,False
PK003,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PK003,Airport Runways,180,,Increase CBR in top 2 layers,False
PK004,Residential Building,50,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK004,High-rise Building,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK004,Low-rise,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK004,Roads & Highways,70,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK004,Bridges,120,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PK004,Tunnels,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PK004,Railway Tracks,80,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PK004,Pipeline Infrastructure,30,,,True
PK004,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK004,Water Reservoirs,90,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK004,Airport Runways,180,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PK005,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK005,High-rise Building,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PK005,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK005,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK005,Bridges,120,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK005,Tunnels,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK005,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK005,Pipeline Infrastructure,30,,,True
PK005,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK005,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK005,Airport Runways,180,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK006,Residential Building,50,,,True
PK006,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PK006,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PK006,Roads & Highways,70,Residential Building,Use deep foundations or densify subsoil,False
PK006,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
PK006,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PK006,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
PK006,Pipeline Infrastructure,30,,,True
PK006,Dams,100,Residential Building,Increase CBR in top 2 layers,False
PK006,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
PK006,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PK007,Residential Building,50,,Reduce liquid limit via compaction,False
PK007,High-rise Building,150,,Reduce liquid limit via compaction,False
PK007,Low-rise,100,,Reduce liquid limit via compaction,False
PK007,Roads & Highways,70,,Reduce liquid limit via compaction,False
PK007,Bridges,120,,Reduce liquid limit via compaction,False
PK007,Tunnels,150,,Reduce liquid limit via compaction,False
PK007,Railway Tracks,80,,Use deep foundations or densify subsoil,False
PK007,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PK007,Dams,100,,Use deep foundations or densify subsoil,False
PK007,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PK007,Airport Runways,180,,Increase CBR in top 2 layers,False
PK008,Residential Building,50,,,True
PK008,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PK008,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
PK008,Roads & Highways,70,Residential Building,Use deep foundations or densify subsoil,False
PK008,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PK008,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PK008,Railway Tracks,80,Residential Building,Increase CBR in top 2 layers,False
PK008,Pipeline Infrastructure,30,,,True
PK008,Dams,100,Residential Building,Increase CBR in top 2 layers,False
PK008,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
PK008,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PK009,Residential Building,50,,,True
PK009,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PK009,Low-rise,100,,,True
PK009,Roads & Highways,70,,,True
PK009,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PK009,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
PK009,Railway Tracks,80,,,True
PK009,Pipeline Infrastructure,30,,,True
PK009,Dams,100,,,True
PK009,Water Reservoirs,90,,,True
PK009,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PK010,Residential Building,50,,Reduce liquid limit via compaction,False
PK010,High-rise Building,150,,Reduce liquid limit via compaction,False
PK010,Low-rise,100,,Reduce liquid limit via compaction,False
PK010,Roads & Highways,70,,Reduce liquid limit via compaction,False
PK010,Bridges,120,,Reduce liquid limit via compaction,False
PK010,Tunnels,150,,Reduce liquid limit via compaction,False
PK010,Railway Tracks,80,,Reduce liquid limit via compaction,False
PK010,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PK010,Dams,100,,Reduce liquid limit via compaction,False
PK010,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PK010,Airport Runways,180,,Use deep foundations or densify subsoil,False
PK011,Residential Building,50,,,True
PK011,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PK011,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PK011,Roads & Highways,70,,,True
PK011,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PK011,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PK011,Railway Tracks,80,,,True
PK011,Pipeline Infrastructure,30,,,True
PK011,Dams,100,Residential Building,Increase CBR in top 2 layers,False
PK011,Water Reservoirs,90,Residential Building,Reduce liquid limit via compaction,False
PK011,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PK012,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK012,High-rise Building,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK012,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK012,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK012,Bridges,120,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK012,Tunnels,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK012,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK012,Pipeline Infrastructure,30,,,True
PK012,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK012,Water Reservoirs,90,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK012,Airport Runways,180,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK013,Residential Building,50,,,True
PK013,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PK013,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PK013,Roads & Highways,70,,,True
PK013,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
PK013,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
PK013,Railway Tracks,80,,,True
PK013,Pipeline Infrastructure,30,,,True
PK013,Dams,100,Residential Building,Increase CBR in top 2 layers,False
PK013,Water Reservoirs,90,,,True
PK013,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PK014,Residential Building,50,,Reduce liquid limit via compaction,False
PK014,High-rise Building,150,,Reduce liquid limit via compaction,False
PK014,Low-rise,100,,Use deep foundations or densify subsoil,False
PK014,Roads & Highways,70,,Use deep foundations or densify subsoil,False
PK014,Bridges,120,,Reduce liquid limit via compaction,False
PK014,Tunnels,150,,Increase CBR in top 2 layers,False
PK014,Railway Tracks,80,,Reduce liquid limit via compaction,False
PK014,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PK014,Dams,100,,Increase CBR in top 2 layers,False
PK014,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PK014,Airport Runways,180,,Reduce liquid limit via compaction,False
PK015,Residential Building,50,,,True
PK015,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PK015,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PK015,Roads & Highways,70,,,True
PK015,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PK015,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
PK015,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
PK015,Pipeline Infrastructure,30,,,True
PK015,Dams,100,Residential Building,Reduce liquid limit via compaction,False
PK015,Water Reservoirs,90,Residential Building,Reduce liquid limit via compaction,False
PK015,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PK016,Residential Building,50,,,True
PK016,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PK016,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PK016,Roads & Highways,70,,,True
PK016,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PK016,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
PK016,Railway Tracks,80,,,True
PK016,Pipeline Infrastructure,30,,,True
PK016,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
PK016,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
PK016,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PK017,Residential Building,50,,,True
PK017,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PK017,Low-rise,100,Residential Building,Reduce liquid limit via compaction,False
PK017,Roads & Highways,70,,,True
PK017,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PK017,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PK017,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
PK017,Pipeline Infrastructure,30,,,True
PK017,Dams,100,Residential Building,Increase CBR in top 2 layers,False
PK017,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
PK017,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PK018,Residential Building,50,,,True
PK018,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PK018,Low-rise,100,Residential Building,Reduce liquid limit via compaction,False
PK018,Roads & Highways,70,,,True
PK018,Bridges,120,Residential Building,Reduce liquid limit via compaction,False
PK018,Tunnels,150,Residential Building,Reduce liquid limit via compaction,False
PK018,Railway Tracks,80,,,True
PK018,Pipeline Infrastructure,30,,,True
PK018,Dams,100,Residential Building,Increase CBR in top 2 layers,False
PK018,Water Reservoirs,90,Residential Building,Reduce liquid limit via compaction,False
PK018,Airport Runways,180,Residential Building,Reduce liquid limit via compaction,False
PK019,Residential Building,50,,,True
PK019,High-rise Building,150,Residential Building,Reduce liquid limit via compaction,False
PK019,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PK019,Roads & Highways,70,,,True
PK019,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
PK019,Tunnels,150,Residential Building,Reduce liquid limit via compaction,False
PK019,Railway Tracks,80,,,True
PK019,Pipeline Infrastructure,30,,,True
PK019,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
PK019,Water Reservoirs,90,Residential Building,Reduce liquid limit via compaction,False
PK019,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PK020,Residential Building,50,,,True
PK020,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PK020,Low-rise,100,,,True
PK020,Roads & Highways,70,,,True
PK020,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PK020,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PK020,Railway Tracks,80,,,True
PK020,Pipeline Infrastructure,30,,,True
PK020,Dams,100,,,True
PK020,Water Reservoirs,90,,,True
PK020,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PK021,Residential Building,50,,,True
PK021,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PK021,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PK021,Roads & Highways,70,,,True
PK021,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PK021,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
PK021,Railway Tracks,80,,,True
PK021,Pipeline Infrastructure,30,,,True
PK021,Dams,100,Residential Building,Increase CBR in top 2 layers,False
PK021,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
PK021,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PK022,Residential Building,50,,Reduce liquid limit via compaction,False
PK022,High-rise Building,150,,Reduce liquid limit via compaction,False
PK022,Low-rise,100,,Use deep foundations or densify subsoil,False
PK022,Roads & Highways,70,,Reduce liquid limit via compaction,False
PK022,Bridges,120,,Reduce liquid limit via compaction,False
PK022,Tunnels,150,,Increase CBR in top 2 layers,False
PK022,Railway Tracks,80,,Reduce liquid limit via compaction,False
PK022,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PK022,Dams,100,,Use deep foundations or densify subsoil,False
PK022,Water Reservoirs,90,,Use deep foundations or densify subsoil,False
PK022,Airport Runways,180,,Use deep foundations or densify subsoil,False
PK023,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK023,High-rise Building,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK023,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK023,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK023,Bridges,120,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK023,Tunnels,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK023,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK023,Pipeline Infrastructure,30,,,True
PK023,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK023,Water Reservoirs,90,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK023,Airport Runways,180,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PK024,Residential Building,50,,Increase CBR in top 2 layers,False
PK024,High-rise Building,150,,Reduce liquid limit via compaction,False
PK024,Low-rise,100,,Reduce liquid limit via compaction,False
PK024,Roads & Highways,70,,Use deep foundations or densify subsoil,False
PK024,Bridges,120,,Increase CBR in top 2 layers,False
PK024,Tunnels,150,,Reduce liquid limit via compaction,False
PK024,Railway Tracks,80,,Increase CBR in top 2 layers,False
PK024,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PK024,Dams,100,,Increase CBR in top 2 layers,False
PK024,Water Reservoirs,90,,Increase CBR in top 2 layers,False
PK024,Airport Runways,180,,Use deep foundations or densify subsoil,False
PK025,Residential Building,50,,,True
PK025,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PK025,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
PK025,Roads & Highways,70,Residential Building,Increase CBR in top 2 layers,False
PK025,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PK025,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PK025,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
PK025,Pipeline Infrastructure,30,,,True
PK025,Dams,100,Residential Building,Increase CBR in top 2 layers,False
PK025,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
PK025,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PK026,Residential Building,50,,,True
PK026,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PK026,Low-rise,100,Residential Building,Increase CBR in top 2 layers,False
PK026,Roads & Highways,70,,,True
PK026,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PK026,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PK026,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
PK026,Pipeline Infrastructure,30,,,True
PK026,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
PK026,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
PK026,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PK027,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK027,High-rise Building,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PK027,Low-rise,100,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PK027,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK027,Bridges,120,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK027,Tunnels,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PK027,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK027,Pipeline Infrastructure,30,,,True
PK027,Dams,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK027,Water Reservoirs,90,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PK027,Airport Runways,180,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK028,Residential Building,50,,Reduce liquid limit via compaction,False
PK028,High-rise Building,150,,Use deep foundations or densify subsoil,False
PK028,Low-rise,100,,Increase CBR in top 2 layers,False
PK028,Roads & Highways,70,,Reduce liquid limit via compaction,False
PK028,Bridges,120,,Reduce liquid limit via compaction,False
PK028,Tunnels,150,,Reduce liquid limit via compaction,False
PK028,Railway Tracks,80,,Use deep foundations or densify subsoil,False
PK028,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PK028,Dams,100,,Use deep foundations or densify subsoil,False
PK028,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PK028,Airport Runways,180,,Reduce liquid limit via compaction,False
PK029,Residential Building,50,,,True
PK029,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PK029,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PK029,Roads & Highways,70,Residential Building,Use deep foundations or densify subsoil,False
PK029,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PK029,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PK029,Railway Tracks,80,Residential Building,Increase CBR in top 2 layers,False
PK029,Pipeline Infrastructure,30,,,True
PK029,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
PK029,Water Reservoirs,90,Residential Building,Use deep foundations or densify subsoil,False
PK029,Airport Runways,180,Residential Building,Increase CBR in top 2 layers,False
PK030,Residential Building,50,,,True
PK030,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PK030,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PK030,Roads & Highways,70,Residential Building,Use deep foundations or densify subsoil,False
PK030,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PK030,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PK030,Railway Tracks,80,Residential Building,Use deep foundations or densify subsoil,False
PK030,Pipeline Infrastructure,30,,,True
PK030,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
PK030,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
PK030,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PK031,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK031,High-rise Building,150,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK031,Low-rise,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK031,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK031,Bridges,120,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK031,Tunnels,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK031,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK031,Pipeline Infrastructure,30,,,True
PK031,Dams,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK031,Water Reservoirs,90,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK031,Airport Runways,180,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK032,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK032,High-rise Building,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK032,Low-rise,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK032,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK032,Bridges,120,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PK032,Tunnels,150,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PK032,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK032,Pipeline Infrastructure,30,,,True
PK032,Dams,100,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK032,Water Reservoirs,90,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PK032,Airport Runways,180,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PK033,Residential Building,50,,Reduce liquid limit via compaction,False
PK033,High-rise Building,150,,Increase CBR in top 2 layers,False
PK033,Low-rise,100,,Reduce liquid limit via compaction,False
PK033,Roads & Highways,70,,Reduce liquid limit via compaction,False
PK033,Bridges,120,,Increase CBR in top 2 layers,False
PK033,Tunnels,150,,Increase CBR in top 2 layers,False
PK033,Railway Tracks,80,,Reduce liquid limit via compaction,False
PK033,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PK033,Dams,100,,Increase CBR in top 2 layers,False
PK033,Water Reservoirs,90,,Reduce liquid limit via compaction,False
PK033,Airport Runways,180,,Reduce liquid limit via compaction,False
PK034,Residential Building,50,,,True
PK034,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
PK034,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PK034,Roads & Highways,70,Residential Building,Increase CBR in top 2 layers,False
PK034,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
PK034,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PK034,Railway Tracks,80,Residential Building,Increase CBR in top 2 layers,False
PK034,Pipeline Infrastructure,30,,,True
PK034,Dams,100,Residential Building,Increase CBR in top 2 layers,False
PK034,Water Reservoirs,90,Residential Building,Increase CBR in top 2 layers,False
PK034,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PK035,Residential Building,50,,,True
PK035,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PK035,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PK035,Roads & Highways,70,,,True
PK035,Bridges,120,Residential Building,Use deep foundations or densify subsoil,False
PK035,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
PK035,Railway Tracks,80,,,True
PK035,Pipeline Infrastructure,30,,,True
PK035,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
PK035,Water Reservoirs,90,,,True
PK035,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PK036,Residential Building,50,,,True
PK036,High-rise Building,150,Residential Building,Use deep foundations or densify subsoil,False
PK036,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
PK036,Roads & Highways,70,,,True
PK036,Bridges,120,Residential Building,Increase CBR in top 2 layers,False
PK036,Tunnels,150,Residential Building,Increase CBR in top 2 layers,False
PK036,Railway Tracks,80,,,True
PK036,Pipeline Infrastructure,30,,,True
PK036,Dams,100,Residential Building,Use deep foundations or densify subsoil,False
PK036,Water Reservoirs,90,Residential Building,Reduce liquid limit via compaction,False
PK036,Airport Runways,180,Residential Building,Use deep foundations or densify subsoil,False
PK037,Residential Building,50,,Increase CBR in top 2 layers,False
PK037,High-rise Building,150,,Reduce liquid limit via compaction,False
PK037,Low-rise,100,,Increase CBR in top 2 layers,False
PK037,Roads & Highways,70,,Use deep foundations or densify subsoil,False
PK037,Bridges,120,,Use deep foundations or densify subsoil,False
PK037,Tunnels,150,,Increase CBR in top 2 layers,False
PK037,Railway Tracks,80,,Increase CBR in top 2 layers,False
PK037,Pipeline Infrastructure,30,,Reduce liquid limit via compaction,False
PK037,Dams,100,,Increase CBR in top 2 layers,False
PK037,Water Reservoirs,90,,Use deep foundations or densify subsoil,False
PK037,Airport Runways,180,,Reduce liquid limit via compaction,False
PR001,Residential Building,50,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PR001,High-rise Building,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PR001,Low-rise,100,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PR001,Roads & Highways,70,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PR001,Bridges,120,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PR001,Tunnels,150,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PR001,Railway Tracks,80,Pipeline Infrastructure,Reduce liquid limit via compaction,False
PR001,Pipeline Infrastructure,30,,,True
PR001,Dams,100,Pipeline Infrastructure,Increase CBR in top 2 layers,False
PR001,Water Reservoirs,90,Pipeline Infrastructure,Use deep foundations or densify subsoil,False
PR001,Airport Runways,180,Pipeline Infrastructure,Increase CBR in top 2 layers,False
RO016,Residential Building,50,,,True
RO016,High-rise Building,150,Residential Building,Increase CBR in top 2 layers,False
RO016,Low-rise,100,Residential Building,Use deep foundations or densify subsoil,False
RO016,Roads & Highways,70,,,True
RO016,Bridges,120,Residential Building,Reduce liquid limit via compaction,False
RO016,Tunnels,150,Residential Building,Use deep foundations or densify subsoil,False
RO016,Railway Tracks,80,,,True
RO016,Pipeline Infrastructure,30,,,True
RO016,Dams,100,Residential Building,Increase CBR in top 2 layers,False
