WISE_ID,TOPDEP,BOTDEP,SAND,SILT,CLAY,GRAVEL,BULKDENS,OMC,MDD,CBR,LLMT,PLIND,POROS
RW010,190.0,215.0,28.0,9.0,63.0,20.0,1.7,12.8,1.6,13.0,27.1,14.2,28.2
RW011,0.0,20.0,43.0,7.0,50.0,18.2,1.5,20.8,2.0,6.5,54.9,11.3,35.1
RW011,20.0,39.0,35.0,7.0,58.0,18.2,1.5,15.8,2.0,6.5,48.1,11.7,35.4
RW011,39.0,68.0,36.0,7.0,57.0,18.2,1.4,16.0,2.0,7.3,26.5,5.7,28.6
RW011,68.0,84.0,38.0,7.0,55.0,18.2,1.4,11.3,1.8,9.7,53.7,7.1,35.1
RW011,84.0,120.0,32.0,8.0,60.0,18.2,1.4,15.9,1.9,4.5,42.7,21.8,35.1
RW011,120.0,140.0,31.0,6.0,63.0,18.2,1.6,17.3,1.7,6.7,39.2,11.4,42.3
RW011,140.0,165.0,21.0,5.0,74.0,18.2,1.5,15.7,1.6,3.6,34.4,11.2,35.9
RW011,165.0,210.0,19.0,6.0,75.0,18.2,1.5,13.2,2.1,10.4,42.7,11.8,35.5
RW012,0.0,29.0,24.0,10.0,66.0,1.5,1.3,21.5,1.7,9.3,31.9,9.5,38.3
RW012,29.0,65.0,20.0,9.0,71.0,1.5,1.4,23.2,2.1,7.3,35.3,9.3,42.5
RW012,65.0,90.0,16.0,10.0,74.0,1.0,1.5,28.1,1.6,4.0,35.0,9.0,39.8
RW012,90.0,135.0,14.0,7.0,79.0,0.6,1.5,25.6,2.1,6.7,35.6,9.4,30.4
RW012,135.0,170.0,13.0,9.0,78.0,1.4,1.5,15.8,1.8,7.1,37.8,9.1,42.5
SB001,0.0,5.0,22.0,27.0,51.0,18.2,0.7,10.1,1.5,9.3,25.2,6.0,34.2
SB001,5.0,38.0,14.4,34.0,67.0,18.2,0.7,19.3,2.0,10.7,40.9,6.2,33.9
SB001,38.0,76.0,14.9,32.0,69.0,18.2,0.7,15.0,1.9,7.9,57.1,25.1,34.4
SB001,76.0,122.0,7.0,27.0,66.0,18.2,0.7,14.4,2.0,8.8,40.8,12.1,34.2
SD026,0.0,40.0,11.0,28.0,61.0,18.2,0.9,26.5,1.6,2.0,46.2,11.8,32.4
SD026,40.0,70.0,11.0,27.0,62.0,18.2,0.9,24.5,1.9,5.7,55.0,12.1,34.9
SD026,70.0,90.0,13.0,25.0,62.0,18.2,0.9,28.4,1.6,6.1,46.4,13.7,32.4
SD026,90.0,130.0,7.0,25.0,68.0,18.2,0.9,25.2,1.6,11.0,46.4,11.6,35.0
SD026,130.0,155.0,6.0,27.0,67.0,18.2,0.9,26.6,1.8,5.6,39.0,11.7,32.7
SD026,155.0,175.0,6.0,31.0,63.0,18.2,0.9,26.1,1.3,3.2,36.4,15.6,26.7
SD026,175.0,200.0,5.0,31.0,64.0,18.2,0.9,25.8,1.7,2.4,58.5,7.0,32.9
SD026,200.0,240.0,6.0,41.0,53.0,18.2,0.9,26.0,1.6,11.0,41.6,12.2,35.0
SD027,0.0,35.0,6.0,36.0,58.0,18.2,0.9,14.1,1.8,6.8,59.0,16.5,31.7
SD027,35.0,55.0,5.0,32.0,63.0,18.2,0.9,12.0,1.7,6.9,53.8,19.7,44.4
SD027,55.0,85.0,4.0,31.0,65.0,18.2,0.9,14.3,1.6,4.8,41.7,6.7,39.8
SD027,85.0,120.0,4.9,37.1,58.0,18.2,0.9,15.0,2.1,6.6,43.9,17.0,25.3
SD027,120.0,140.0,4.9,37.2,57.5,18.2,0.9,15.8,2.2,7.3,41.5,16.9,35.5
SD027,140.0,170.0,6.0,48.0,46.0,18.2,0.9,14.3,1.9,11.4,41.2,15.7,35.2
SD027,170.0,190.0,5.3,36.8,57.6,18.2,0.9,15.0,1.4,6.1,28.2,14.4,35.2
SD027,220.0,245.0,5.4,37.2,58.0,18.2,0.9,15.9,2.0,2.7,22.1,26.2,35.6
SD028,0.0,30.0,6.0,27.0,67.0,18.2,0.9,14.9,1.8,8.5,48.3,21.9,35.9
SD028,30.0,65.0,6.0,26.0,68.0,18.2,0.9,16.3,1.7,5.9,30.2,19.5,39.0
SD028,65.0,115.0,5.0,25.0,70.0,18.2,0.9,14.9,1.9,11.4,55.3,22.6,38.7
SD028,115.0,140.0,4.0,24.0,72.0,18.2,0.9,15.5,1.7,14.3,43.7,22.1,38.5
SD028,140.0,175.0,5.0,24.0,71.0,18.2,0.9,15.2,2.1,14.3,51.3,22.6,38.1
SD028,175.0,205.0,5.0,23.0,72.0,18.2,0.9,13.8,2.1,9.9,53.3,22.2,33.4
SD028,205.0,235.0,5.0,21.0,74.0,18.2,0.9,14.9,1.8,12.4,23.2,25.1,38.1
SD028,235.0,310.0,4.8,24.7,70.3,18.2,0.9,15.4,2.0,10.7,41.4,22.4,46.2
SD029,0.0,25.0,5.0,30.0,65.0,18.2,0.9,25.6,2.1,5.9,38.1,18.6,41.8
SD029,25.0,50.0,11.0,27.0,62.0,18.2,0.9,19.5,1.9,6.7,27.5,18.8,41.8
SD029,50.0,75.0,18.0,31.0,51.0,18.2,0.9,12.2,2.4,5.5,37.3,21.2,42.3
SD029,75.0,100.0,16.0,23.0,61.0,18.2,0.9,27.0,2.1,5.5,51.5,10.4,45.5
SD029,100.0,140.0,14.0,25.0,61.0,18.2,0.9,19.0,1.6,5.8,23.4,24.6,46.8
SD029,140.0,180.0,11.0,24.0,65.0,18.2,0.9,19.2,2.2,5.9,41.3,18.4,42.7
SD029,180.0,200.0,12.0,23.0,65.0,18.2,0.9,12.3,1.8,4.7,45.7,18.9,33.1
SD030,0.0,35.0,1.0,20.0,79.0,18.2,0.9,22.8,1.5,5.8,51.1,10.0,35.0
SD030,35.0,75.0,1.0,21.0,78.0,18.2,0.9,19.9,2.0,8.5,51.2,18.5,35.0
SD030,75.0,120.0,1.0,20.0,79.0,18.2,0.9,22.2,1.7,8.4,48.3,16.6,35.0
SD030,120.0,140.0,1.0,20.0,79.0,18.2,0.9,28.1,1.8,9.0,53.0,22.5,35.0
SD030,140.0,160.0,1.1,20.2,78.5,18.2,0.9,19.3,1.9,11.9,51.0,15.8,35.0
SD031,0.0,2.0,15.0,23.0,62.0,18.2,0.9,10.5,1.9,10.0,31.6,20.6,44.2
SD031,2.0,15.0,9.3,23.1,66.5,18.2,0.9,20.2,1.8,8.4,32.1,24.5,46.1
SD031,15.0,40.0,9.8,23.4,67.1,18.2,0.9,15.7,2.4,7.4,31.2,13.7,34.5
SD031,40.0,60.0,12.0,23.0,65.0,18.2,0.9,19.6,2.0,9.6,27.8,28.8,27.7
SD031,60.0,90.0,9.0,24.0,67.0,18.2,0.9,28.1,2.5,9.4,34.3,19.3,41.8
SD031,90.0,130.0,9.0,23.0,68.0,18.2,0.9,20.5,1.6,9.2,30.9,9.8,24.6
SD031,130.0,165.0,7.0,24.0,69.0,18.2,0.9,25.4,2.1,14.0,35.3,17.0,36.0
SD031,165.0,185.0,6.0,23.0,71.0,18.2,0.9,20.1,2.4,10.2,30.2,18.8,21.3
SD032,0.0,3.0,12.0,21.0,67.0,18.2,0.9,12.8,2.1,13.0,44.5,16.3,32.4
SD032,3.0,55.0,10.0,19.0,71.0,18.2,0.9,10.6,1.7,12.5,44.3,5.8,34.2
SD032,55.0,85.0,8.8,20.9,70.0,18.2,0.9,12.2,1.7,11.1,37.3,21.2,45.1
SD032,85.0,130.0,7.0,23.0,70.0,18.2,0.9,17.3,1.7,15.0,44.4,18.8,26.2
SD032,130.0,160.0,6.0,20.0,74.0,18.2,0.9,12.3,2.5,12.3,44.7,14.0,25.0
SD032,160.0,190.0,9.1,20.8,70.4,18.2,0.9,10.4,2.0,12.5,52.2,6.8,28.2
SD032,190.0,260.0,8.9,20.4,70.4,18.2,0.9,13.1,2.1,12.2,44.3,13.7,35.6
SD033,0.0,15.0,14.0,18.0,68.0,18.2,0.9,18.1,2.0,5.6,42.0,28.4,41.5
SD033,15.0,30.0,11.0,20.0,69.0,18.2,0.9,18.5,2.2,5.9,43.5,27.9,41.1
SD033,30.0,60.0,9.5,17.0,73.5,18.2,0.9,15.8,2.1,11.1,41.8,17.1,44.2
SD033,90.0,110.0,9.0,16.0,75.0,18.2,0.9,18.6,2.6,6.5,59.1,22.1,39.6
SD033,110.0,150.0,8.0,11.0,81.0,18.2,0.9,13.0,2.3,6.0,20.2,15.4,41.9
SD033,150.0,190.0,7.0,18.0,75.0,18.2,0.9,25.6,2.0,6.1,43.4,21.9,41.5
SD033,150.0,190.0,7.0,18.0,75.0,18.2,0.9,17.8,2.0,4.4,42.0,21.9,39.8
SD034,0.0,30.0,20.0,23.0,57.0,18.2,0.9,23.2,1.8,6.8,40.0,23.6,46.3
SD034,30.0,60.0,15.0,24.0,61.5,18.2,0.9,20.5,1.7,8.9,33.0,15.0,39.9
SD034,60.0,90.0,15.0,22.0,63.0,18.2,0.9,19.0,1.3,5.3,33.2,11.9,40.5
SD034,90.0,120.0,16.0,24.0,60.0,18.2,0.9,20.2,1.8,4.3,25.7,15.5,39.6
SD034,120.0,150.0,13.0,23.0,64.0,18.2,0.9,18.0,1.8,7.8,32.4,15.7,40.5
SD034,150.0,170.0,13.0,26.0,61.0,18.2,0.9,19.6,2.1,6.2,32.5,10.1,35.1
SD035,0.0,15.0,29.0,13.0,58.0,18.2,0.9,22.7,2.0,8.5,27.2,18.5,39.9
SD035,15.0,30.0,29.0,13.0,58.0,18.2,0.9,26.3,2.1,10.6,26.6,17.4,48.3
SD035,30.0,60.0,29.0,12.0,59.0,18.2,0.9,29.9,1.9,7.7,26.6,16.7,32.4
SD035,60.0,90.0,29.0,12.0,59.0,18.2,0.9,13.6,1.8,2.5,26.4,17.5,35.8
SD035,90.0,120.0,26.0,12.7,75.0,18.2,0.9,21.7,2.0,11.4,26.7,16.2,25.6
SD035,120.0,150.0,25.0,12.7,76.0,18.2,0.9,25.6,2.1,8.3,26.4,18.0,31.7
SD035,150.0,180.0,25.0,12.3,76.0,18.2,0.9,15.6,2.0,8.6,26.5,18.6,35.6
SD036,0.0,30.0,8.0,18.0,74.0,18.2,0.9,15.7,1.7,11.8,30.3,16.9,45.4
SD036,30.0,60.0,7.0,22.0,71.0,18.2,0.9,16.2,2.0,9.5,29.6,18.9,38.1
SD036,60.0,100.0,8.0,19.0,73.0,18.2,0.9,14.2,2.2,10.6,38.3,25.9,38.8
SD036,100.0,140.0,6.0,18.0,76.0,18.2,0.9,11.9,2.0,10.1,20.9,25.9,38.3
SD036,140.0,170.0,5.0,17.0,78.0,18.2,0.9,26.1,1.8,10.6,29.8,19.0,25.3
SD036,170.0,200.0,5.0,18.0,77.0,18.2,0.9,12.5,2.0,10.2,29.5,5.4,41.0
SD037,0.0,30.0,11.0,28.0,61.0,18.2,0.9,22.5,2.2,13.8,44.8,25.9,35.0
SD037,30.0,70.0,9.0,31.0,60.0,18.2,0.9,22.4,1.8,12.7,40.1,21.9,35.0
SD037,70.0,110.0,10.0,23.0,67.0,18.2,0.9,20.0,1.8,10.2,46.6,18.6,35.0
SD037,110.0,150.0,10.0,28.0,62.0,18.2,0.9,28.9,2.0,14.0,44.3,22.7,35.0
SD037,150.0,190.0,22.0,23.0,55.0,18.2,0.9,18.0,1.7,12.5,46.6,22.5,35.0
SD038,0.0,20.0,25.0,20.0,55.0,18.2,0.9,20.5,2.1,8.5,58.8,15.7,42.3
SD038,20.0,40.0,22.0,21.0,57.0,18.2,0.9,20.6,1.6,7.0,38.8,20.6,42.5
SD038,40.0,60.0,24.0,25.0,51.0,18.2,0.9,20.7,2.0,6.5,50.3,7.3,42.5
SD038,50.0,90.0,46.0,27.0,27.0,18.2,0.9,20.0,2.0,7.8,54.3,19.2,39.1
SD038,70.0,90.0,29.6,23.4,47.9,18.2,0.9,20.1,2.3,7.2,48.6,15.6,44.3
SD039,0.0,15.0,14.0,6.0,80.0,18.2,0.9,25.7,2.0,6.5,50.8,23.3,34.8
SD039,15.0,30.0,13.0,7.0,80.0,18.2,0.9,22.0,1.8,5.3,50.3,20.3,48.5
SD039,30.0,90.0,13.0,11.0,76.0,18.2,0.9,14.0,1.8,6.7,51.0,22.6,35.0
SD039,90.0,125.0,13.7,8.5,78.3,18.2,0.9,21.7,1.5,5.2,50.2,20.7,30.7
SD039,125.0,180.0,13.1,8.2,78.5,18.2,0.9,22.8,2.1,6.4,44.9,24.7,38.0
SD039,180.0,240.0,13.6,7.7,78.8,18.2,0.9,21.7,2.2,6.8,59.0,26.1,42.3
SD039,240.0,270.0,13.1,7.9,79.0,18.2,0.9,20.5,2.1,8.5,58.8,20.8,37.8
SD039,270.0,290.0,13.1,7.7,78.2,18.2,0.9,26.8,2.1,6.8,40.1,7.5,38.4
SD040,0.0,30.0,30.0,28.0,42.0,18.2,0.9,21.1,1.5,11.6,39.4,18.7,45.4
SD040,30.0,150.0,26.0,30.0,44.0,18.2,0.9,19.0,2.0,11.4,54.4,29.3,37.6
SD040,150.0,200.0,24.0,27.0,49.0,18.2,0.9,17.6,1.8,11.6,23.7,22.3,30.8
SD041,0.0,15.0,53.0,27.0,20.0,18.2,0.9,16.7,1.9,8.5,43.6,26.5,34.7
SD041,15.0,25.0,43.0,32.0,25.0,18.2,0.9,19.5,2.0,8.5,38.6,15.2,49.2
SD041,25.0,55.0,53.0,26.0,21.0,18.2,0.9,28.2,1.7,8.5,48.1,11.6,23.0
SD041,55.0,75.0,49.7,28.2,21.7,18.2,0.9,21.9,2.3,8.5,42.9,23.3,23.6
SD042,0.0,40.0,42.0,13.0,45.0,18.2,0.9,28.6,2.1,9.3,31.5,20.4,34.4
SD042,20.0,115.0,39.0,16.0,45.0,18.2,0.9,14.1,2.4,9.0,23.4,24.6,46.8
SD042,115.0,170.0,26.0,18.0,56.0,18.2,0.9,24.6,2.1,9.0,38.8,20.5,31.5
SD042,170.0,175.0,20.0,20.0,60.0,18.2,0.9,26.2,2.1,8.9,32.9,17.1,35.0
SD042,175.0,195.0,31.7,16.6,51.4,18.2,0.9,27.7,1.8,9.5,31.9,21.1,25.6
SD043,0.0,10.0,82.0,14.0,4.0,18.2,0.9,17.9,1.9,7.9,36.7,9.0,45.9
SD043,10.0,30.0,80.0,5.0,15.0,18.2,0.9,22.7,1.8,7.6,36.0,15.8,24.7
SD043,30.0,60.0,72.0,5.0,23.0,18.2,0.9,25.6,1.7,5.6,52.3,24.0,46.1
SD043,60.0,85.0,58.0,9.0,33.0,18.2,0.9,22.7,2.0,10.8,20.9,25.9,38.3
SD043,85.0,105.0,52.0,3.0,45.0,18.2,0.9,24.6,1.9,7.4,30.9,7.5,34.4
SD043,105.0,135.0,53.0,8.0,39.0,18.2,0.9,19.2,1.6,7.2,23.3,15.5,36.5
SD043,135.0,160.0,52.0,9.0,39.0,18.2,0.9,27.2,2.1,6.7,36.2,8.2,29.3
SD043,160.0,180.0,64.0,7.7,28.2,18.2,0.9,19.6,1.9,8.1,54.7,20.8,36.9
SD044,0.0,30.0,7.0,17.0,76.0,18.2,0.9,22.9,2.2,13.6,48.3,23.6,28.6
SD044,30.0,90.0,6.0,19.0,75.0,18.2,0.9,20.4,2.0,9.1,52.4,23.5,34.2
SD044,90.0,130.0,5.0,18.0,77.0,18.2,0.9,27.0,1.7,9.3,47.5,21.5,34.8
SD044,130.0,200.0,4.0,19.0,77.0,18.2,0.9,22.5,1.8,8.9,38.5,23.6,33.1
SD044,200.0,250.0,4.0,19.0,77.0,18.2,0.9,27.4,1.6,7.5,48.4,26.2,37.8
SD044,250.0,350.0,5.2,18.0,76.7,18.2,0.9,22.8,1.7,6.6,48.2,24.3,25.1
SD044,350.0,375.0,4.9,18.0,76.0,18.2,0.9,22.5,1.7,8.5,52.3,24.0,46.1
SD044,375.0,470.0,5.2,18.8,76.4,18.2,0.9,15.4,2.2,7.5,47.4,23.4,35.6
SD045,0.0,30.0,2.0,20.0,78.0,18.2,0.9,15.5,1.4,4.8,55.4,17.8,30.9
SD045,30.0,90.0,2.0,20.0,78.0,18.2,0.9,26.3,1.4,5.9,56.5,17.8,20.9
SD045,90.0,150.0,1.0,18.0,81.0,18.2,0.9,17.2,1.5,9.1,55.2,17.8,22.8
SD045,150.0,180.0,1.0,20.0,79.0,18.2,0.9,11.2,1.6,6.6,53.6,17.8,47.7
SD046,0.0,1.0,39.0,11.0,50.0,18.2,1.6,21.6,1.4,5.3,25.2,28.8,29.0
SD046,1.0,18.0,38.0,8.0,54.0,18.2,1.8,19.6,2.1,7.3,44.5,16.5,49.1
SD046,18.0,60.0,37.0,9.0,54.0,18.2,1.8,20.2,1.6,7.9,54.6,16.9,35.4
SD046,60.0,150.0,33.0,10.0,57.0,18.2,1.8,20.7,1.9,10.2,53.6,26.5,29.2
SD046,150.0,200.0,29.0,13.0,58.0,18.2,1.9,20.6,2.0,5.9,56.5,27.3,20.9
SD046,200.0,275.0,26.0,11.0,63.0,18.2,1.5,20.8,2.1,7.6,34.5,6.1,48.0
SD047,0.0,5.0,17.0,33.0,50.0,18.2,2.1,23.0,1.8,9.7,56.4,28.1,33.9
SD047,5.0,23.0,14.0,30.0,56.0,18.2,1.7,23.8,1.9,10.4,56.1,18.3,33.7
SD047,23.0,45.0,14.0,30.0,56.0,18.2,1.3,19.3,2.2,9.5,55.8,21.6,33.4
SD047,45.0,70.0,17.0,27.0,56.0,18.2,1.8,27.9,1.9,4.5,55.9,19.4,36.7
SD047,70.0,90.0,13.0,29.0,58.0,18.2,1.7,23.6,1.7,10.4,55.7,22.7,33.7
SD047,90.0,122.0,11.0,31.0,58.0,18.2,1.8,23.1,1.7,13.4,55.5,26.4,20.5
SD047,122.0,165.0,9.0,35.0,56.0,18.2,1.8,22.6,2.1,10.1,56.1,13.4,43.8
SD048,0.0,5.0,17.0,29.0,54.0,18.2,1.6,24.2,2.2,10.1,40.1,20.5,41.5
SD048,5.0,23.0,16.0,29.0,55.0,18.2,2.0,22.2,2.1,4.5,41.9,13.9,40.6
SD048,23.0,45.0,15.0,28.0,57.0,18.2,1.9,16.9,2.2,6.9,42.3,20.3,31.8
SD048,45.0,70.0,15.0,27.0,58.0,18.2,2.2,29.3,1.9,7.8,42.3,20.1,43.2
SD048,70.0,90.0,15.0,27.0,58.0,18.2,1.9,22.4,2.1,3.4,47.6,26.8,40.8
SD048,90.0,122.0,12.0,30.0,58.0,18.2,1.6,22.4,2.0,6.8,38.4,19.9,45.3
SD048,122.0,165.0,12.0,32.0,56.0,18.2,1.9,18.3,1.8,6.2,43.0,20.6,40.7
SD049,0.0,6.0,53.0,10.0,37.0,18.2,1.8,24.7,1.8,12.0,37.1,16.5,40.8
SD049,6.0,19.0,44.0,10.0,46.0,18.2,1.8,10.1,2.0,14.5,54.4,23.8,35.0
SD049,19.0,50.0,43.0,10.0,47.0,18.2,1.5,18.8,1.8,11.4,38.5,28.7,35.4
SD049,50.0,80.0,40.0,10.0,50.0,18.2,1.8,22.4,2.1,11.5,37.0,22.7,35.4
SD049,80.0,115.0,39.0,11.0,50.0,18.2,1.9,10.9,1.7,11.2,24.3,23.5,29.8
SD049,115.0,165.0,35.0,13.0,52.0,18.2,1.8,27.9,1.8,8.9,32.2,26.7,35.5
SD050,0.0,10.0,19.0,23.0,58.0,18.2,1.7,22.5,1.7,9.5,56.1,13.4,43.8
SD050,10.0,25.0,19.0,22.0,59.0,18.2,1.7,22.5,2.1,10.2,34.3,9.7,41.8
SD050,25.0,40.0,19.0,22.0,59.0,18.2,1.9,29.1,1.9,10.4,41.5,22.7,43.8
SD050,40.0,65.0,18.0,23.0,59.0,18.2,1.8,13.1,2.4,11.8,48.1,16.9,41.1
SD050,65.0,90.0,18.0,21.0,61.0,18.2,2.2,29.0,2.2,11.8,30.3,16.9,45.4
SD050,90.0,135.0,15.0,22.0,63.0,18.2,1.8,12.9,2.0,10.0,36.6,17.1,48.4
SD050,135.0,175.0,13.0,24.0,63.0,18.2,2.2,26.6,1.8,5.3,40.7,21.1,44.0
SD051,0.0,5.0,3.0,30.0,67.0,18.2,1.7,17.0,2.0,11.2,43.3,22.9,39.4
SD051,5.0,17.0,3.0,31.0,66.0,18.2,1.8,16.9,1.8,10.8,43.9,20.1,36.1
SD051,17.0,35.0,4.0,31.0,65.0,18.2,1.8,17.2,1.4,11.2,34.5,6.1,48.0
SD051,35.0,60.0,4.0,30.0,66.0,18.2,1.8,17.4,1.9,10.2,43.5,26.5,29.2
SD051,60.0,100.0,4.0,28.0,68.0,18.2,2.1,20.2,2.3,11.6,36.0,20.0,35.6
SD051,100.0,145.0,3.0,27.0,70.0,18.2,1.7,20.9,1.9,11.3,43.2,28.0,29.0
SD051,145.0,180.0,2.0,28.0,70.0,18.2,1.9,10.0,1.9,10.8,59.7,15.7,36.6
SD052,0.0,5.0,15.0,24.0,61.0,18.2,1.5,17.9,2.3,2.5,41.2,18.2,31.1
SD052,5.0,15.0,10.0,23.0,67.0,18.2,1.8,20.5,2.1,5.0,58.8,16.3,35.6
SD052,15.0,42.0,9.0,25.0,66.0,18.2,1.8,18.4,2.4,7.7,54.4,18.1,31.9
SD052,42.0,60.0,19.0,23.0,58.0,18.2,1.5,18.5,1.9,5.0,23.7,22.3,30.8
SD052,60.0,86.0,50.0,21.0,29.0,18.2,1.6,17.9,2.1,6.3,34.8,23.8,35.7
SD052,86.0,125.0,50.0,21.0,29.0,18.2,2.1,15.4,1.6,5.0,22.3,17.9,35.5
SD052,125.0,140.0,83.0,11.0,6.0,18.2,1.7,22.8,1.9,5.5,55.1,17.8,48.7
SD052,140.0,142.0,33.8,20.8,45.1,18.2,1.7,13.8,1.6,3.6,41.8,10.1,35.5
SD053,0.0,7.0,8.0,28.0,64.0,18.2,1.8,24.7,2.1,4.5,21.2,21.1,24.4
SD053,7.0,32.0,9.0,25.0,66.0,18.2,1.6,25.0,1.9,3.5,31.0,20.8,29.8
SD053,32.0,60.0,8.0,24.0,68.0,18.2,1.9,28.2,2.0,4.5,31.1,11.6,23.0
SD053,60.0,100.0,8.0,22.0,70.0,18.2,1.6,28.2,1.7,3.7,48.1,21.0,27.3
SD053,100.0,140.0,7.0,22.0,71.0,18.2,2.4,25.2,1.9,4.6,30.8,30.0,33.5
SD053,140.0,170.0,6.0,24.0,70.0,18.2,2.0,19.2,2.1,4.4,23.3,21.1,27.5
SD054,0.0,13.0,15.0,23.0,62.0,18.2,1.8,17.9,2.2,8.8,34.6,7.1,35.0
SD054,13.0,27.0,14.0,24.0,62.0,18.2,1.9,25.6,1.6,14.5,42.4,13.6,34.3
SD054,27.0,47.0,14.0,24.0,62.0,18.2,1.8,22.4,2.0,13.0,43.7,12.7,20.1
SD054,47.0,75.0,14.0,24.0,62.0,18.2,1.9,22.3,2.0,6.7,44.1,16.7,34.6
SD054,75.0,107.0,12.0,24.0,64.0,18.2,1.7,22.5,1.9,4.5,39.9,12.5,49.7
SD054,107.0,147.0,11.0,24.0,65.0,18.2,2.0,24.5,2.0,4.3,33.9,12.6,33.9
SD055,0.0,5.0,3.0,33.0,64.0,18.2,1.9,19.4,1.8,7.3,38.1,14.3,33.2
SD055,5.0,25.0,4.0,39.0,57.0,18.2,1.8,20.1,2.1,10.8,51.4,14.8,46.3
SD055,25.0,55.0,4.0,28.0,68.0,18.2,2.0,26.4,2.0,11.2,59.0,26.1,42.3
SD055,55.0,90.0,5.0,24.0,71.0,18.2,2.0,21.2,1.9,10.6,51.4,18.1,43.7
SD055,90.0,125.0,4.0,21.0,75.0,18.2,1.6,11.2,1.9,10.5,49.9,10.8,20.0
SD055,125.0,150.0,4.0,19.0,77.0,18.2,2.0,19.8,1.9,14.6,59.5,25.5,25.5
SD056,0.0,5.0,2.0,23.0,75.0,18.2,1.9,11.5,1.9,4.3,33.4,26.5,29.2
SD056,5.0,20.0,2.0,21.0,77.0,18.2,2.0,16.3,1.8,4.3,25.7,21.1,27.6
SD056,20.0,38.0,2.0,22.0,76.0,18.2,1.8,14.8,1.6,3.6,32.9,22.8,22.8
SD056,38.0,63.0,2.0,23.0,75.0,18.2,2.0,17.4,2.1,5.2,32.5,23.4,31.8
SD056,63.0,95.0,3.0,23.0,74.0,18.2,1.5,17.0,2.0,4.3,32.5,21.4,28.3
SD056,95.0,150.0,3.0,24.0,73.0,18.2,2.0,25.7,1.6,2.3,40.0,22.9,27.7
SD057,0.0,3.0,60.0,14.0,26.0,18.2,1.7,20.6,1.8,9.1,31.1,8.5,33.0
SD057,3.0,9.0,55.0,13.0,32.0,18.2,1.7,20.1,1.8,9.5,31.0,9.5,30.2
SD057,9.0,15.0,48.0,10.0,42.0,18.2,1.9,20.6,2.3,8.9,30.4,26.3,32.8
SD057,15.0,25.0,44.0,8.0,48.0,18.2,1.6,15.0,2.1,13.5,30.2,29.1,33.3
SD057,25.0,38.0,45.0,7.0,48.0,18.2,2.2,20.8,2.1,5.1,36.4,19.6,27.6
SD057,38.0,50.0,55.0,6.0,39.0,18.2,1.5,20.3,1.7,9.1,30.4,24.4,32.9
SD057,50.0,65.0,58.0,5.0,37.0,18.2,1.7,20.6,1.8,9.3,20.3,19.4,40.8
SD057,65.0,80.0,45.0,6.0,49.0,18.2,2.4,25.9,1.6,9.7,35.4,19.4,33.0
SD058,0.0,10.0,34.0,18.0,48.0,18.2,0.9,9.6,2.0,2.9,40.1,11.9,43.6
SD058,10.0,30.0,36.0,17.0,47.0,18.2,0.9,10.1,1.8,8.5,36.4,11.9,26.4
SD058,30.0,50.0,34.0,17.0,49.0,18.2,0.9,9.6,1.9,14.6,38.1,12.1,34.9
SD059,0.0,12.0,27.0,24.0,49.0,18.2,0.9,20.9,2.1,5.3,33.5,14.6,23.8
SD059,12.0,30.0,29.0,21.0,50.0,18.2,0.9,21.7,1.7,11.3,38.0,14.0,41.2
SD059,30.0,45.0,34.0,18.0,48.0,18.2,0.9,21.3,2.1,8.6,48.1,14.2,32.8
SD060,0.0,1.0,5.0,22.0,73.0,18.2,1.5,21.9,2.1,10.7,45.6,22.8,39.1
SD060,1.0,45.0,5.0,20.0,75.0,18.2,2.0,26.3,2.2,10.4,55.7,14.7,25.2
SD060,45.0,60.0,5.0,20.0,75.0,18.2,2.3,14.5,2.1,11.0,45.8,14.8,46.3
SD060,60.0,90.0,5.0,19.0,76.0,18.2,2.1,25.2,2.4,12.4,39.2,15.6,38.4
SD060,90.0,120.0,6.0,18.0,76.0,18.2,2.0,22.1,1.6,12.6,47.8,7.5,37.8
SD060,120.0,160.0,7.0,20.0,73.0,18.2,2.0,22.1,1.8,8.2,39.2,15.4,42.3
SD061,0.0,5.0,66.0,10.0,24.0,18.2,1.8,19.9,1.9,2.2,51.1,6.1,48.0
SD061,5.0,22.0,55.0,12.0,33.0,18.2,1.3,27.0,1.7,13.4,51.5,13.0,37.4
SD061,22.0,45.0,60.0,12.0,28.0,18.2,1.8,26.0,2.1,11.4,60.0,13.4,37.5
SD061,45.0,70.0,63.0,11.0,26.0,18.2,2.2,26.6,2.2,7.6,39.0,22.2,29.7
SD061,70.0,105.0,65.0,11.0,24.0,18.2,1.8,17.8,1.8,2.3,50.7,13.5,37.0
SD061,105.0,140.0,72.0,11.0,17.0,18.2,1.4,17.6,1.6,7.4,50.3,12.7,37.4
SD061,140.0,170.0,81.0,8.0,11.0,18.2,1.8,22.9,1.9,7.3,50.7,11.4,37.1
SD061,170.0,200.0,88.0,5.0,7.0,18.2,1.8,22.9,2.0,7.8,52.4,13.6,33.6
SD062,0.0,2.0,77.0,6.0,17.0,18.2,2.2,20.3,1.9,11.4,48.6,22.6,38.2
SD062,2.0,8.0,63.0,10.0,27.0,18.2,2.1,21.3,1.9,10.1,35.5,22.8,35.5
SD062,8.0,12.0,53.0,13.0,34.0,18.2,2.3,17.3,1.7,15.0,44.6,23.1,36.9
